               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 318,            0.054923,            0.030378,           0.0034206,             0.53434,             0.47024,             0.47488,             0.17393,            0.050418,            0.042879,           0.0054276,           0.0037234,           0.0037234,           0.0037234
                 319,            0.072894,            0.038783,           0.0041646,             0.53434,             0.47024,             0.47488,             0.17393,            0.050418,            0.042879,           0.0054276,           0.0037036,           0.0037036,           0.0037036
                 320,            0.080664,            0.040141,           0.0064001,             0.40467,             0.44048,             0.36027,            0.096703,             0.04977,            0.044456,            0.010269,           0.0036838,           0.0036838,           0.0036838
                 321,            0.065902,            0.035194,           0.0045469,             0.40467,             0.44048,             0.36027,            0.096703,             0.04977,            0.044456,            0.010269,            0.003664,            0.003664,            0.003664
                 322,            0.057427,            0.030824,           0.0038305,             0.25013,             0.33929,             0.21802,            0.054856,             0.05004,            0.047214,            0.023645,           0.0036442,           0.0036442,           0.0036442
                 323,            0.061123,            0.031733,            0.005993,             0.25013,             0.33929,             0.21802,            0.054856,             0.05004,            0.047214,            0.023645,           0.0036244,           0.0036244,           0.0036244
                 324,            0.073299,            0.036004,           0.0056609,             0.32109,             0.47336,              0.2661,            0.060905,            0.049909,            0.046846,            0.019971,           0.0036046,           0.0036046,           0.0036046
                 325,             0.06482,            0.032593,           0.0045692,             0.32109,             0.47336,              0.2661,            0.060905,            0.049909,            0.046846,            0.019971,           0.0035848,           0.0035848,           0.0035848
                 326,             0.06504,            0.028912,            0.014011,             0.28763,              0.4303,              0.2976,            0.074338,            0.049578,            0.044237,           0.0099823,            0.003565,            0.003565,            0.003565
                 327,            0.056767,            0.028577,           0.0040919,             0.28763,              0.4303,              0.2976,            0.074338,            0.049578,            0.044237,           0.0099823,           0.0035452,           0.0035452,           0.0035452
                 328,            0.069387,             0.03423,           0.0067052,             0.33326,             0.41071,             0.36837,             0.10652,            0.049831,            0.042948,           0.0060211,           0.0035254,           0.0035254,           0.0035254
                 329,            0.068022,            0.034175,           0.0064289,             0.33326,             0.41071,             0.36837,             0.10652,            0.049831,            0.042948,           0.0060211,           0.0035056,           0.0035056,           0.0035056
                 330,            0.067287,            0.045071,           0.0047155,             0.43476,             0.44048,             0.47366,             0.14074,            0.051972,             0.04219,           0.0044052,           0.0034858,           0.0034858,           0.0034858
                 331,            0.066338,            0.044429,           0.0061728,             0.43476,             0.44048,             0.47366,             0.14074,            0.051972,             0.04219,           0.0044052,            0.003466,            0.003466,            0.003466
                 332,            0.059055,            0.032744,           0.0040669,             0.55205,             0.41667,             0.46271,             0.13703,            0.051483,            0.042152,           0.0037643,           0.0034462,           0.0034462,           0.0034462
                 333,            0.070516,            0.027924,           0.0039711,             0.55205,             0.41667,             0.46271,             0.13703,            0.051483,            0.042152,           0.0037643,           0.0034264,           0.0034264,           0.0034264
                 334,            0.073607,            0.034261,           0.0066375,              0.4866,             0.34974,             0.38178,             0.13028,            0.052748,            0.041783,           0.0034592,           0.0034066,           0.0034066,           0.0034066
                 335,            0.072139,            0.030952,           0.0056204,              0.4866,             0.34974,             0.38178,             0.13028,            0.052748,            0.041783,           0.0034592,           0.0033868,           0.0033868,           0.0033868
                 336,            0.067897,            0.034504,           0.0050049,             0.48226,             0.34524,             0.36413,             0.13373,            0.052587,            0.041655,           0.0026764,            0.003367,            0.003367,            0.003367
                 337,            0.067643,            0.031866,           0.0048679,             0.48226,             0.34524,             0.36413,             0.13373,            0.052587,            0.041655,           0.0026764,           0.0033472,           0.0033472,           0.0033472
                 338,            0.056384,            0.025813,           0.0074399,             0.26548,              0.5119,             0.32455,             0.09174,            0.050594,            0.041596,           0.0023575,           0.0033274,           0.0033274,           0.0033274
                 339,            0.049322,            0.026964,           0.0040078,             0.26548,              0.5119,             0.32455,             0.09174,            0.050594,            0.041596,           0.0023575,           0.0033076,           0.0033076,           0.0033076
                 340,            0.065698,            0.031561,           0.0038735,             0.46172,             0.50875,             0.39735,            0.099736,            0.049923,            0.041018,           0.0021881,           0.0032878,           0.0032878,           0.0032878
                 341,            0.063677,            0.035113,           0.0036032,             0.46172,             0.50875,             0.39735,            0.099736,            0.049923,            0.041018,           0.0021881,            0.003268,            0.003268,            0.003268
                 342,            0.082206,            0.028125,           0.0053332,             0.56669,             0.36905,             0.44156,             0.16895,            0.048427,            0.041244,           0.0027748,           0.0032482,           0.0032482,           0.0032482
                 343,             0.05543,            0.026629,            0.010033,             0.56669,             0.36905,             0.44156,             0.16895,            0.048427,            0.041244,           0.0027748,           0.0032284,           0.0032284,           0.0032284
                 344,            0.056582,            0.028654,           0.0047884,             0.59753,             0.36905,             0.44473,              0.1956,            0.050086,            0.040569,           0.0030037,           0.0032086,           0.0032086,           0.0032086
                 345,            0.062537,            0.030459,           0.0032787,             0.59753,             0.36905,             0.44473,              0.1956,            0.050086,            0.040569,           0.0030037,           0.0031888,           0.0031888,           0.0031888
                 346,            0.051497,            0.023329,            0.003533,             0.45727,             0.39286,              0.4319,             0.10838,            0.050029,            0.040301,           0.0032837,            0.003169,            0.003169,            0.003169
                 347,            0.083172,             0.03241,           0.0055904,             0.45727,             0.39286,              0.4319,             0.10838,            0.050029,            0.040301,           0.0032837,           0.0031492,           0.0031492,           0.0031492
                 348,            0.071608,            0.026186,           0.0029865,             0.45097,             0.41168,             0.41964,             0.16785,            0.049243,            0.040686,           0.0027725,           0.0031294,           0.0031294,           0.0031294
                 349,            0.070649,            0.025732,           0.0040403,             0.45097,             0.41168,             0.41964,             0.16785,            0.049243,            0.040686,           0.0027725,           0.0031096,           0.0031096,           0.0031096
                 350,            0.067068,            0.024698,            0.003195,             0.46918,             0.41667,             0.42572,             0.16077,            0.050644,            0.040606,           0.0022118,           0.0030898,           0.0030898,           0.0030898
                 351,            0.056063,            0.037351,           0.0040481,             0.46918,             0.41667,             0.42572,             0.16077,            0.050644,            0.040606,           0.0022118,             0.00307,             0.00307,             0.00307
                 352,            0.074007,            0.032293,           0.0065363,             0.44805,             0.39286,             0.38091,             0.17473,            0.051056,            0.040677,           0.0023506,           0.0030502,           0.0030502,           0.0030502
                 353,            0.067489,            0.029805,           0.0040489,             0.44805,             0.39286,             0.38091,             0.17473,            0.051056,            0.040677,           0.0023506,           0.0030304,           0.0030304,           0.0030304
                 354,            0.062621,              0.0391,           0.0049308,             0.45568,             0.41667,             0.39776,             0.19161,            0.051595,            0.040486,           0.0023911,           0.0030106,           0.0030106,           0.0030106
                 355,            0.077495,            0.043328,           0.0041714,             0.45568,             0.41667,             0.39776,             0.19161,            0.051595,            0.040486,           0.0023911,           0.0029908,           0.0029908,           0.0029908
                 356,            0.058495,            0.025474,           0.0032845,             0.44155,             0.36905,             0.37257,             0.16943,            0.052593,            0.040017,           0.0024544,            0.002971,            0.002971,            0.002971
                 357,            0.069975,            0.030427,           0.0041453,             0.44155,             0.36905,             0.37257,             0.16943,            0.052593,            0.040017,           0.0024544,           0.0029512,           0.0029512,           0.0029512
                 358,            0.063691,            0.030272,           0.0066887,             0.40033,             0.37183,             0.31441,            0.076976,            0.053253,            0.039538,            0.002739,           0.0029314,           0.0029314,           0.0029314
                 359,             0.06165,            0.033426,           0.0037141,             0.40033,             0.37183,             0.31441,            0.076976,            0.053253,            0.039538,            0.002739,           0.0029116,           0.0029116,           0.0029116
                 360,            0.082742,            0.027012,           0.0023913,             0.42746,             0.41667,             0.36754,              0.1123,            0.051086,            0.040353,           0.0028168,           0.0028918,           0.0028918,           0.0028918
                 361,            0.066407,            0.030866,           0.0045216,             0.42746,             0.41667,             0.36754,              0.1123,            0.051086,            0.040353,           0.0028168,            0.002872,            0.002872,            0.002872
                 362,            0.086853,            0.030773,           0.0045625,              0.3997,              0.4881,             0.43455,             0.13698,            0.049573,            0.040948,            0.002668,           0.0028522,           0.0028522,           0.0028522
                 363,            0.065011,            0.039165,           0.0047982,              0.3997,              0.4881,             0.43455,             0.13698,            0.049573,            0.040948,            0.002668,           0.0028324,           0.0028324,           0.0028324
                 364,            0.071283,            0.030722,           0.0053223,             0.39521,             0.44048,             0.38089,             0.13422,            0.048002,            0.041452,           0.0027702,           0.0028126,           0.0028126,           0.0028126
                 365,            0.055713,             0.02695,           0.0029083,             0.39521,             0.44048,             0.38089,             0.13422,            0.048002,            0.041452,           0.0027702,           0.0027928,           0.0027928,           0.0027928
                 366,            0.064533,            0.032643,           0.0053963,             0.56339,             0.57269,             0.48007,             0.14964,            0.047886,            0.041503,           0.0031136,            0.002773,            0.002773,            0.002773
                 367,            0.066094,            0.028248,           0.0088382,             0.56339,             0.57269,             0.48007,             0.14964,            0.047886,            0.041503,           0.0031136,           0.0027532,           0.0027532,           0.0027532
                 368,             0.07253,            0.044402,            0.005872,             0.56358,             0.57261,             0.46141,             0.15308,            0.048296,            0.041202,            0.003418,           0.0027334,           0.0027334,           0.0027334
                 369,            0.055538,            0.027849,           0.0028725,             0.56358,             0.57261,             0.46141,             0.15308,            0.048296,            0.041202,            0.003418,           0.0027136,           0.0027136,           0.0027136
                 370,            0.072039,            0.033693,           0.0053797,             0.49159,             0.49405,              0.4348,             0.13469,            0.047919,            0.041392,           0.0035614,           0.0026938,           0.0026938,           0.0026938
                 371,            0.061028,            0.051288,           0.0048932,             0.49159,             0.49405,              0.4348,             0.13469,            0.047919,            0.041392,           0.0035614,            0.002674,            0.002674,            0.002674
                 372,            0.065156,            0.027339,           0.0046901,              0.4851,             0.54167,             0.45544,              0.1391,             0.04825,             0.04116,           0.0033951,           0.0026542,           0.0026542,           0.0026542
                 373,            0.064763,             0.04486,           0.0049241,              0.4851,             0.54167,             0.45544,              0.1391,             0.04825,             0.04116,           0.0033951,           0.0026344,           0.0026344,           0.0026344
                 374,            0.060615,            0.046855,           0.0041893,             0.40502,             0.36905,             0.32329,             0.10667,            0.048531,            0.040565,           0.0035492,           0.0026146,           0.0026146,           0.0026146
                 375,            0.077493,            0.041821,           0.0040772,             0.40502,             0.36905,             0.32329,             0.10667,            0.048531,            0.040565,           0.0035492,           0.0025948,           0.0025948,           0.0025948
                 376,            0.046591,            0.024909,           0.0028618,              0.3934,             0.41667,             0.31709,            0.092929,            0.048667,            0.040298,           0.0037842,            0.002575,            0.002575,            0.002575
                 377,            0.049706,            0.026585,           0.0034851,              0.3934,             0.41667,             0.31709,            0.092929,            0.048667,            0.040298,           0.0037842,           0.0025552,           0.0025552,           0.0025552
                 378,            0.062716,            0.028956,           0.0030864,             0.46086,             0.46429,             0.32363,             0.08776,            0.049488,            0.039978,           0.0038681,           0.0025354,           0.0025354,           0.0025354
                 379,            0.069687,            0.031034,           0.0038409,             0.46086,             0.46429,             0.32363,             0.08776,            0.049488,            0.039978,           0.0038681,           0.0025156,           0.0025156,           0.0025156
                 380,             0.05863,            0.033244,           0.0038971,             0.46427,             0.46429,             0.32164,            0.090165,            0.049093,            0.040681,           0.0036148,           0.0024958,           0.0024958,           0.0024958
                 381,            0.060237,            0.044223,           0.0029747,             0.46427,             0.46429,             0.32164,            0.090165,            0.049093,            0.040681,           0.0036148,            0.002476,            0.002476,            0.002476
                 382,            0.062587,            0.031655,           0.0040105,             0.59458,             0.58929,             0.49327,             0.10778,             0.04863,            0.040849,           0.0035995,           0.0024562,           0.0024562,           0.0024562
                 383,            0.061294,            0.026419,            0.002921,             0.59458,             0.58929,             0.49327,             0.10778,             0.04863,            0.040849,           0.0035995,           0.0024364,           0.0024364,           0.0024364
                 384,            0.069536,            0.036126,           0.0035821,             0.62488,              0.4881,             0.40136,             0.13019,            0.048932,            0.040878,           0.0029907,           0.0024166,           0.0024166,           0.0024166
                 385,            0.054319,            0.027483,           0.0025481,             0.62488,              0.4881,             0.40136,             0.13019,            0.048932,            0.040878,           0.0029907,           0.0023968,           0.0023968,           0.0023968
                 386,            0.062249,            0.029523,           0.0030897,             0.65569,             0.58333,              0.4206,             0.11585,            0.049801,            0.040605,           0.0022667,            0.002377,            0.002377,            0.002377
                 387,            0.058641,            0.024906,           0.0040906,             0.65569,             0.58333,              0.4206,             0.11585,            0.049801,            0.040605,           0.0022667,           0.0023572,           0.0023572,           0.0023572
                 388,            0.061763,            0.029901,           0.0032781,             0.61968,             0.58333,             0.42553,             0.11984,             0.05063,            0.040702,           0.0023247,           0.0023374,           0.0023374,           0.0023374
                 389,             0.06945,            0.039275,           0.0034042,             0.61968,             0.58333,             0.42553,             0.11984,             0.05063,            0.040702,           0.0023247,           0.0023176,           0.0023176,           0.0023176
                 390,            0.076284,            0.030092,           0.0037099,             0.43912,             0.55205,             0.32195,             0.10522,            0.051975,            0.040552,           0.0024055,           0.0022978,           0.0022978,           0.0022978
                 391,            0.062883,            0.039956,           0.0038574,             0.43912,             0.55205,             0.32195,             0.10522,            0.051975,            0.040552,           0.0024055,            0.002278,            0.002278,            0.002278
                 392,            0.059814,            0.028895,           0.0027325,             0.41845,             0.48214,             0.27341,            0.091125,            0.050583,            0.040685,           0.0019394,           0.0022582,           0.0022582,           0.0022582
                 393,             0.06403,            0.034724,           0.0051282,             0.41845,             0.48214,             0.27341,            0.091125,            0.050583,            0.040685,           0.0019394,           0.0022384,           0.0022384,           0.0022384
                 394,            0.073868,            0.046247,            0.004467,             0.61406,             0.55877,             0.42773,             0.12655,            0.050118,            0.040688,           0.0016575,           0.0022186,           0.0022186,           0.0022186
                 395,            0.061989,            0.037109,           0.0067717,             0.61406,             0.55877,             0.42773,             0.12655,            0.050118,            0.040688,           0.0016575,           0.0021988,           0.0021988,           0.0021988
                 396,            0.065076,            0.034317,           0.0072657,             0.61776,              0.5119,             0.40968,             0.10358,            0.050415,            0.040751,            0.001944,            0.002179,            0.002179,            0.002179
                 397,            0.056315,            0.032824,           0.0029843,             0.61776,              0.5119,             0.40968,             0.10358,            0.050415,            0.040751,            0.001944,           0.0021592,           0.0021592,           0.0021592
                 398,            0.060671,            0.045366,           0.0035619,             0.59433,             0.41667,             0.40523,             0.12224,            0.050326,            0.041127,           0.0021698,           0.0021394,           0.0021394,           0.0021394
                 399,            0.071615,            0.036937,           0.0034301,             0.59433,             0.41667,             0.40523,             0.12224,            0.050326,            0.041127,           0.0021698,           0.0021196,           0.0021196,           0.0021196
                 400,            0.067805,            0.041005,           0.0050034,             0.51272,              0.4881,             0.45576,             0.13102,            0.050818,            0.040895,            0.002243,           0.0020998,           0.0020998,           0.0020998
                 401,            0.071728,            0.028181,           0.0038405,             0.51272,              0.4881,             0.45576,             0.13102,            0.050818,            0.040895,            0.002243,             0.00208,             0.00208,             0.00208
                 402,            0.062545,            0.038448,           0.0044522,             0.54754,             0.46429,             0.39345,             0.11371,            0.050164,            0.041123,           0.0024025,           0.0020602,           0.0020602,           0.0020602
                 403,            0.068857,            0.023804,           0.0043598,             0.54754,             0.46429,             0.39345,             0.11371,            0.050164,            0.041123,           0.0024025,           0.0020404,           0.0020404,           0.0020404
                 404,            0.068667,            0.032329,           0.0036078,             0.49399,             0.36905,               0.394,              0.1025,            0.049408,            0.041511,           0.0028168,           0.0020206,           0.0020206,           0.0020206
                 405,             0.05971,            0.022155,           0.0071421,             0.49399,             0.36905,               0.394,              0.1025,            0.049408,            0.041511,           0.0028168,           0.0020008,           0.0020008,           0.0020008
                 406,            0.051858,            0.031822,            0.002279,             0.34214,             0.44048,             0.25808,             0.11499,            0.049409,            0.041466,           0.0030273,            0.001981,            0.001981,            0.001981
                 407,            0.070941,            0.033494,           0.0035373,             0.34214,             0.44048,             0.25808,             0.11499,            0.049409,            0.041466,           0.0030273,           0.0019612,           0.0019612,           0.0019612
